transaction_id,transactional_date,product_id,customer_id,payment,credit_card,loyalty_card,cost,quantity,price
1095,07-08-21 6:31,P0277,7,visa,4041590555507810,F,3.87,3,4.89
1096,07-08-21 13:48,P0206,3,,5420649454274770,F,0.58,4,1.49
1097,07-08-21 14:14,P0253,7,americanexpress,374288120179840,F,3.09,1,4.29
1098,07-08-21 18:28,P0470,4,mastercard,5048373439190090,T,18.14,3,19.89
1099,07-08-21 23:16,P0459,6,visa,4041592692115,F,8.82,2,10.09
1100,07-08-21 23:26,P0389,6,visa,4041598317770420,F,5.95,1,7.19
1101,08-08-21 0:40,P0164,6,mastercard,5048370346518220,F,18.98,2,20.99
1102,08-08-21 0:52,P0263,5,visa,4041594460818,F,2.27,1,3.09
1103,08-08-21 2:42,P0354,4,americanexpress,374283615059011,F,15.35,1,17.09
1104,08-08-21 6:51,P0484,6,americanexpress,374283733036917,F,10.9,2,11.59
1105,08-08-21 7:57,P0410,5,americanexpress,374283017906579,F,2.95,2,4.09
1106,08-08-21 14:54,P0540,6,visa,4041591901889220,F,18.72,2,20.69
1107,08-08-21 15:19,P0356,7,mastercard,5048370688650660,F,2.39,4,3.29
1108,08-08-21 15:51,P0331,7,visa,4041597177347700,F,15.79,1,17.59
1109,08-08-21 16:10,P0711,6,mastercard,5108751435418440,F,9.87,1,11.29
1110,08-08-21 18:05,P0210,4,,3567518289334570,F,2.78,2,3.89
1111,09-08-21 3:55,P0268,5,americanexpress,374283316103753,T,11.93,1,13.39
1112,09-08-21 4:32,P0403,6,americanexpress,374283543342653,F,18.82,2,20.79
1113,09-08-21 5:41,P0623,10,mastercard,5048377014987880,F,16.64,2,18.09
1114,09-08-21 7:51,P0408,4,mastercard,5108751223422230,T,8.24,2,9.09
1115,09-08-21 8:03,P0343,6,mastercard,5108750904505550,F,3.66,1,4.79
1116,09-08-21 8:26,P0118,4,visa,4041594651812,F,2.82,1,3.99
1117,09-08-21 9:14,P0547,8,mastercard,5048370760506120,F,20,1,21.49
1118,09-08-21 9:30,P0526,6,mastercard,5048379452622910,F,3.83,3,4.79
1119,09-08-21 9:39,P0491,8,americanexpress,374288971124457,F,18,1,19.59
1120,09-08-21 10:38,P0535,5,mastercard,5048370400802450,T,12.16,4,13.69
1121,09-08-21 10:43,P0235,8,mastercard,5048372574910730,T,11.99,1,13.49
1122,09-08-21 10:43,P0587,5,visa,4041591920237880,F,13.88,2,14.89
1123,09-08-21 12:21,P0405,7,americanexpress,374283922842208,F,18.2,1,19.99
1124,09-08-21 12:45,P0229,5,mastercard,5108759624269530,F,12.15,4,13.69
1125,09-08-21 12:46,P0649,6,mastercard,5108759010492560,F,18.36,3,20.19
1126,09-08-21 13:03,P0346,7,mastercard,5048376627016350,F,12.21,2,13.79
1127,09-08-21 13:39,P0301,6,visa,4041598355535,F,15.18,1,16.79
1128,09-08-21 19:59,P0249,9,visa,4041596229245630,F,4.12,2,4.89
1129,09-08-21 21:24,P0163,9,,201411015357151,F,4.21,1,4.99
1130,09-08-21 21:45,P0416,7,mastercard,5048374702187840,F,9.88,3,11.29
1131,09-08-21 22:27,P0632,6,visa,4041590181722130,F,7.68,4,8.29
1132,09-08-21 23:04,P0110,6,mastercard,5108758791644990,F,14.28,3,15.19
1133,10-08-21 1:46,P0474,8,mastercard,5048371299026170,F,15.66,3,17.49
1134,10-08-21 1:47,P0102,2,mastercard,5108750359044490,F,16.26,1,17.99
1135,10-08-21 2:05,P0073,5,visa,4041598907152,F,15.31,3,16.99
1136,10-08-21 2:37,P0560,5,visa,4041595559529660,F,1.4,1,1.69
1137,10-08-21 3:23,P0317,9,americanexpress,374283962967089,F,16.83,3,18.19
1138,10-08-21 4:05,P0541,8,americanexpress,374283714175908,F,2.8,1,3.89
1139,10-08-21 4:22,P0355,5,americanexpress,374283314133752,T,6.54,2,7.89
1140,10-08-21 8:21,P0470,6,mastercard,5048379839475630,F,18.14,3,19.89
1141,10-08-21 12:23,P0145,9,visa,4041596739482,F,4.03,1,4.89
1142,10-08-21 17:01,P0410,5,mastercard,5048371609124180,F,2.95,6,4.09
1143,10-08-21 17:29,P0136,5,americanexpress,374288876553370,F,3.23,5,4.39
1144,10-08-21 19:21,P0534,9,mastercard,5048373812112750,F,7.63,1,8.29
1145,10-08-21 21:22,P0234,5,mastercard,5048379281380130,F,3.13,3,4.29
1146,10-08-21 21:26,P0408,6,mastercard,5108753437616620,T,8.24,2,9.09
1147,10-08-21 21:43,P0135,5,mastercard,5108750952852680,F,2.03,1,2.59
1148,10-08-21 22:34,P0436,3,mastercard,5048379481783480,F,5.89,1,7.19
1149,10-08-21 22:40,P0486,5,mastercard,5108759822993580,T,6.52,3,7.89
1150,10-08-21 23:03,P0352,7,visa,4041597676883670,F,2.04,2,2.59
1151,10-08-21 23:14,P0125,7,visa,4041592714959550,F,0.81,4,1.59
1152,11-08-21 0:09,P0616,6,americanexpress,374288669038233,F,11.41,2,12.39
1153,11-08-21 1:59,P0211,6,visa,4041594854101,F,17.54,3,18.69
1154,11-08-21 2:04,P0459,3,americanexpress,374283967124157,F,8.82,3,10.09
1155,11-08-21 2:05,P0080,6,americanexpress,374283908444409,F,11.33,1,12.29
1156,11-08-21 2:24,P0438,8,americanexpress,374288590203781,F,5.21,4,5.99
1157,11-08-21 2:33,P0553,6,americanexpress,374288381537991,F,6.79,3,7.99
1158,11-08-21 3:05,P0365,8,americanexpress,374288057012451,F,14.34,4,15.29
1159,11-08-21 5:44,P0701,6,americanexpress,374283620741165,F,11.06,1,11.69
1160,11-08-21 6:26,P0177,3,americanexpress,374288979023693,F,7.63,5,8.29
1161,11-08-21 8:43,P0421,9,visa,4041598816580270,F,13.89,1,14.89
1162,11-08-21 10:15,P0427,9,americanexpress,374283011497294,T,12.94,1,14.59
1163,11-08-21 10:25,P0319,2,mastercard,5048374152043780,T,3.51,2,4.69
1164,11-08-21 10:31,P0512,5,mastercard,5048372993884620,F,15.55,1,17.39
1165,11-08-21 16:34,P0557,5,visa,4041596915330,T,9.79,4,11.29
1166,11-08-21 20:56,P0323,7,mastercard,5108756929349900,T,0.34,1,1.29
1167,11-08-21 22:21,P0276,5,mastercard,5048372651332720,F,18.02,1,19.69
1168,12-08-21 1:24,P0593,6,visa,4041595556049130,F,17.78,6,19.19
1169,12-08-21 1:49,P0516,5,visa,4041591616248,F,6.12,2,7.49
1170,12-08-21 2:08,P0534,6,americanexpress,374283233673292,F,7.63,4,8.29
1171,12-08-21 2:15,P0193,4,americanexpress,374288975141531,F,18.76,1,20.69
1172,12-08-21 2:47,P0133,7,americanexpress,374288851308766,F,14.2,3,14.99
1173,12-08-21 3:14,P0492,6,mastercard,5048371050192940,F,16.12,3,17.89
1174,12-08-21 6:38,P0592,9,americanexpress,374283642510051,F,7.44,5,8.29
1175,12-08-21 6:39,P0395,7,visa,4041590338700600,F,2.55,2,3.59
1176,12-08-21 11:43,P0632,5,mastercard,5108754682881740,F,7.68,1,8.29
1177,12-08-21 12:29,P0228,6,visa,4041597299173550,F,0.09,2,1.09
1178,12-08-21 12:45,P0571,6,visa,4041595327826,F,4.35,3,4.99
1179,12-08-21 12:58,P0165,5,americanexpress,374288537357245,T,0.94,1,1.59
1180,12-08-21 17:24,P0339,4,americanexpress,374288990705054,F,19.62,2,21.39
1181,12-08-21 20:06,P0209,9,americanexpress,374283129239489,F,6.02,1,7.29
1182,12-08-21 20:58,P0579,8,visa,4041594198707,F,19.5,1,21.29
1183,12-08-21 22:19,P0747,7,mastercard,5108752747531930,T,14.79,6,16.19
1184,12-08-21 22:22,P0202,6,visa,4041590328000550,F,7.25,2,8.19
1185,12-08-21 22:48,P0643,8,americanexpress,374288331063262,F,17.61,2,18.89
1186,13-08-21 4:04,P0651,11,,6709138343072930,F,15.2,3,16.89
1187,13-08-21 6:39,P0517,8,visa,4041594880874,F,5.11,2,5.79
1188,13-08-21 7:20,P0444,8,visa,4041590144111530,F,13.93,3,14.89
1189,13-08-21 7:36,P0640,4,,3554006797480850,F,9.92,1,11.29
1190,13-08-21 8:53,P0638,5,mastercard,5048378584323020,F,16.92,1,18.19
1191,13-08-21 9:01,P0323,7,mastercard,5108758661961690,F,0.34,3,1.29
1192,13-08-21 9:20,P0382,2,,3564509526202820,F,14.22,1,15.09
1193,13-08-21 10:00,P0092,5,visa,4041593667639210,T,3.11,1,4.29
1194,13-08-21 10:30,P0289,11,americanexpress,374283132360330,F,12.12,1,13.69
1195,13-08-21 13:06,P0508,7,visa,4041597860317410,F,7.67,2,8.29
1196,13-08-21 16:40,P0344,5,americanexpress,374288035256667,T,9.86,1,11.29
1197,13-08-21 17:09,P0336,7,mastercard,5048370203099780,F,8.17,2,8.89
1198,13-08-21 20:04,P0173,6,mastercard,5108751050159360,F,0.93,1,1.59
1199,13-08-21 21:43,P0287,7,mastercard,5108752553554270,F,13.95,3,14.89
1200,13-08-21 21:52,P0379,3,mastercard,5108758922952330,T,6.12,2,7.49
1201,13-08-21 21:53,P0546,6,mastercard,5108753614911320,F,3.2,1,4.39
1202,13-08-21 21:57,P0134,4,visa,4041599760626740,T,10.28,3,11.49
1203,13-08-21 23:07,P0492,6,visa,4041590225148600,F,16.12,3,17.89
1204,14-08-21 0:39,P0525,5,visa,4041595553769,F,13.86,2,14.89
1205,14-08-21 0:46,P0460,4,americanexpress,374288182808781,F,4.37,3,4.99
1206,14-08-21 2:05,P0177,6,americanexpress,374283480459270,F,7.63,1,8.29
1207,14-08-21 2:52,P0391,9,visa,4041599292786290,F,1.6,1,1.79
1208,14-08-21 2:55,P0237,5,mastercard,5108756632706840,F,10.43,2,11.49
1209,14-08-21 5:10,P0092,6,mastercard,5108751875637670,F,3.11,2,4.29
1210,14-08-21 5:26,P0585,6,mastercard,5108755511247240,F,3.81,2,4.79
1211,14-08-21 6:00,P0322,6,visa,4041593369818410,F,13.65,4,14.89
1212,14-08-21 10:58,P0448,8,visa,4041591806500,F,7.11,1,8.19
1213,14-08-21 11:46,P0467,10,americanexpress,374283135882751,F,4.66,4,4.99
1214,14-08-21 12:20,P0492,6,americanexpress,374288999685737,F,16.12,1,17.89
1215,14-08-21 13:09,P0563,6,visa,4041598383339,F,9.86,2,11.29
1216,14-08-21 17:07,P0169,4,visa,4041592074246940,F,6.79,3,7.99
1217,14-08-21 20:05,P0574,8,visa,4041591832134,F,9.21,1,10.69
1218,14-08-21 20:53,P0321,8,visa,4041590104811630,F,17.35,1,18.29
1219,14-08-21 21:21,P0243,6,americanexpress,374283479072126,F,18.18,4,19.89
1220,14-08-21 21:45,P0285,9,mastercard,5048371095140970,F,2.73,3,3.79
1221,14-08-21 22:46,P0070,2,visa,4041595217712,T,15.49,2,17.29
1222,14-08-21 23:12,P0491,4,mastercard,5048372840332260,F,18,1,19.59
1223,15-08-21 3:19,P0171,7,mastercard,5108750089900440,F,5.57,1,6.69
1224,15-08-21 7:00,P0193,5,visa,4041591132089,F,18.76,6,20.69
1225,15-08-21 8:31,P0302,6,mastercard,5048377346705830,F,5.98,1,7.29
1226,15-08-21 11:37,P0498,3,americanexpress,374283428396899,F,11.6,5,12.79
1227,15-08-21 12:48,P0309,5,americanexpress,374283336744107,F,18.17,3,19.89
1228,15-08-21 17:05,P0426,8,americanexpress,374283994698132,F,16,2,17.79
1229,15-08-21 18:05,P0499,6,mastercard,5048372419353170,T,16.3,1,17.99
1230,15-08-21 21:13,P0569,5,americanexpress,374283122553761,F,6.84,3,8.09
1231,15-08-21 21:20,P0144,8,visa,4041599980471460,F,4.51,1,4.99
1232,15-08-21 21:24,P0647,9,mastercard,5048378996441870,F,8.91,1,10.29
1233,15-08-21 21:57,P0240,5,visa,4041597941038,T,1.27,2,1.69
1234,15-08-21 22:42,P0238,5,mastercard,5108752694247750,F,6,2,7.29
1235,16-08-21 0:15,P0520,7,mastercard,5048378725793490,F,18.18,2,19.89
1236,16-08-21 6:54,P0504,7,mastercard,5108757256731500,F,3.38,1,4.59
1237,16-08-21 7:14,P0738,8,visa,4041590178506920,F,15.42,2,17.19
1238,16-08-21 7:39,P0735,12,americanexpress,374283916891278,F,6.74,1,7.99
1239,16-08-21 11:26,P0208,5,visa,4041593741703550,T,4,3,4.89
1240,16-08-21 13:32,P0746,4,visa,4041595693466,F,6.57,1,7.89
1241,16-08-21 16:40,P0115,7,americanexpress,374283107082273,F,5.84,1,7.09
1242,16-08-21 16:52,P0448,6,,4041591019849,F,7.11,1,8.19
1243,16-08-21 18:47,P0309,7,americanexpress,374283517420345,F,18.17,4,19.89
1244,16-08-21 19:01,P0555,6,visa,4041599441250,T,19.13,1,21.09
1245,16-08-21 20:09,P0186,5,,3585887109291930,F,11.46,1,12.49
1246,16-08-21 20:39,P0628,7,americanexpress,374283276779089,F,16.23,3,17.99
1247,17-08-21 1:29,P0525,4,visa,4041596190973630,F,13.86,1,14.89
1248,17-08-21 3:33,P0462,5,mastercard,5108750751803230,F,14.63,6,15.89
1249,17-08-21 4:36,P0259,7,visa,4041599739786,F,5.21,1,5.99
1250,17-08-21 4:37,P0425,2,mastercard,5108753301126890,F,10.49,3,11.49
1251,17-08-21 5:43,P0683,7,americanexpress,374283267577633,T,11,1,11.59
1252,17-08-21 6:20,P0049,6,mastercard,5108752190015270,F,19.78,2,21.39
1253,17-08-21 6:22,P0412,7,americanexpress,374283500295621,F,16.11,1,17.89
1254,17-08-21 8:13,P0275,7,mastercard,5108754832276110,F,9.06,2,10.49
1255,17-08-21 8:35,P0602,11,americanexpress,374288098982811,F,15.81,1,17.59
1256,17-08-21 9:02,P0066,6,americanexpress,374288017085712,F,9.89,1,11.29
1257,17-08-21 12:28,P0463,8,,3589459259940690,F,12.96,1,14.59
1258,17-08-21 22:03,P0637,8,visa,4041599252869590,T,15.32,4,17.09
1259,17-08-21 23:19,P0469,6,mastercard,5048371017364550,F,0.92,1,1.59
1260,18-08-21 0:56,P0524,2,,4508177232095770,F,10.66,1,11.59
1261,18-08-21 5:30,P0124,7,visa,4041591524947,F,0.87,2,1.59
1262,18-08-21 6:01,P0369,4,americanexpress,374283829570548,F,8.08,2,8.79
1263,18-08-21 8:25,P0436,9,americanexpress,374283672925211,F,5.89,3,7.19
1264,18-08-21 10:02,P0610,7,,3582938385545940,F,5.58,2,6.69
1265,18-08-21 10:12,P0420,4,americanexpress,374283735828170,F,18.06,1,19.69
1266,18-08-21 11:16,P0368,5,,201489355506322,F,9.52,1,10.99
1267,18-08-21 11:53,P0750,7,americanexpress,374288397268912,F,18.5,2,20.39
1268,18-08-21 12:22,P0602,9,mastercard,5108753131240690,F,15.81,4,17.59
1269,18-08-21 16:17,P0312,7,,5602239131987290000,F,17.43,1,18.49
1270,18-08-21 17:07,P0089,6,visa,4041595342973,F,12.63,1,14.29
1271,18-08-21 18:12,P0271,3,visa,4041591952225060,F,15.16,1,16.79
1272,18-08-21 19:39,P0204,6,mastercard,5048371246688670,F,9.72,1,11.19
1273,18-08-21 20:02,P0216,10,americanexpress,374288467989595,F,13.96,3,14.89
1274,18-08-21 21:38,P0029,5,americanexpress,374288303092281,F,5.05,3,5.69
1275,18-08-21 22:18,P0713,5,visa,4041595933246840,F,11.32,5,12.29
1276,19-08-21 2:28,P0439,6,visa,4041592891688770,F,18.12,3,19.79
1277,19-08-21 9:21,P0520,7,americanexpress,374288453044652,F,18.18,4,19.89
1278,19-08-21 14:46,P0520,5,mastercard,5048376290801130,F,18.18,3,19.89
1279,19-08-21 22:13,P0435,8,americanexpress,374283728277609,F,7.88,1,8.39
1280,19-08-21 23:07,P0023,6,mastercard,5108757987059770,F,17.79,4,19.19
1281,19-08-21 23:27,P0215,7,americanexpress,374283401005400,F,0.81,2,1.59
1282,20-08-21 6:18,P0210,1,americanexpress,374288334973228,F,2.78,1,3.89
1283,20-08-21 6:30,P0200,5,mastercard,5108750051495530,F,19.29,1,21.19
1284,20-08-21 11:01,P0151,8,mastercard,5048379743347260,F,16.15,1,17.89
1285,20-08-21 13:57,P0229,1,mastercard,5048375376874530,F,12.15,2,13.69
1286,20-08-21 16:15,P0014,7,americanexpress,374283784075210,F,1.61,5,1.79
1287,20-08-21 18:59,P0206,8,visa,4041595434735660,F,0.58,2,1.49
1288,21-08-21 3:23,P0580,4,visa,4041595865304,F,3.39,1,4.59
1289,21-08-21 4:10,P0511,6,americanexpress,374283090315292,T,7.06,2,8.19
1290,21-08-21 7:36,P0278,5,mastercard,5108753429130910,F,13.24,2,14.69
1291,21-08-21 7:38,P0190,6,mastercard,5108759276589400,F,18.93,3,20.89
1292,21-08-21 13:25,P0565,9,visa,4041591915053,T,16.25,2,17.99
1293,21-08-21 15:20,P0606,5,visa,4041597134202160,F,14.31,3,15.19
1294,21-08-21 18:00,P0258,7,mastercard,5048375160275370,F,16.65,2,18.09
1295,21-08-21 18:44,P0347,7,americanexpress,374283504842030,F,5.37,1,6.29
1296,21-08-21 20:32,P0243,7,americanexpress,374283712220714,F,18.18,2,19.89
1297,22-08-21 1:13,P0278,6,americanexpress,374283264077843,F,13.24,2,14.69
1298,22-08-21 2:54,P0312,3,visa,4041595782871,F,17.43,2,18.49
1299,22-08-21 10:10,P0400,8,mastercard,5108753409233910,F,6.39,1,7.69
1300,22-08-21 10:50,P0227,6,visa,4041595003860270,F,7.59,1,8.29
1301,22-08-21 13:30,P0552,5,mastercard,5048371979374030,F,11.36,3,12.29
1302,22-08-21 18:42,P0625,6,mastercard,5108751383767490,F,5.15,3,5.89
1303,22-08-21 18:49,P0259,6,mastercard,5048373834767970,F,5.21,3,5.99
1304,22-08-21 21:33,P0152,8,visa,4041594690189290,F,16.33,3,17.99
1305,22-08-21 23:39,P0513,8,mastercard,5048379038824640,F,0.97,1,1.59
1306,23-08-21 1:11,P0264,6,visa,4041592453789020,T,4.11,3,4.89
1307,23-08-21 2:25,P0268,7,visa,4041598665173140,F,11.93,1,13.39
1308,23-08-21 4:43,P0552,7,americanexpress,374288412083536,F,11.36,4,12.29
1309,23-08-21 5:25,P0026,5,americanexpress,374283722088036,F,13.19,2,14.69
1310,23-08-21 6:48,P0056,7,visa,4041597255912810,F,5.95,1,7.19
1311,23-08-21 7:48,P0175,7,visa,4041593675192,F,10.26,2,11.49
1312,23-08-21 11:02,P0170,6,americanexpress,374283751787862,F,8.13,5,8.89
1313,23-08-21 13:14,P0608,8,visa,4041594825451130,F,11.04,3,11.69
1314,23-08-21 15:19,P0409,6,visa,4041594544801,T,18.03,2,19.69
1315,23-08-21 22:56,P0398,8,visa,4041599995321,F,1.75,2,2.09
1316,23-08-21 23:51,P0625,5,americanexpress,374283590554259,F,5.15,3,5.89
1317,24-08-21 0:30,P0504,6,americanexpress,374288203706790,T,3.38,1,4.59
1318,24-08-21 4:15,P0712,4,visa,4041590144200,F,17.46,1,18.59
1319,24-08-21 8:13,P0310,8,americanexpress,374283937790574,F,14.48,2,15.59
1320,24-08-21 8:18,P0401,7,visa,4041593357480410,F,16.69,2,18.09
1321,24-08-21 8:19,P0533,7,visa,4041594065880,F,1.5,4,1.69
1322,24-08-21 10:13,P0442,6,mastercard,5048371681296480,F,14.89,2,16.39
1323,24-08-21 11:59,P0467,3,mastercard,5108759140613210,F,4.66,2,4.99
1324,24-08-21 14:54,P0575,8,americanexpress,374288725813884,F,2.81,4,3.99
1325,24-08-21 15:15,P0196,8,americanexpress,374288425065694,F,13.84,2,14.89
1326,24-08-21 19:01,P0512,6,mastercard,5048370116611750,F,15.55,2,17.39
1327,24-08-21 19:38,P0502,4,visa,4041591377430970,F,1.37,1,1.69
1328,24-08-21 22:55,P0271,4,visa,4041598926152,F,15.16,1,16.79
1329,25-08-21 1:04,P0581,8,visa,4041595441403,F,0.51,2,1.49
1330,25-08-21 2:19,P0281,7,americanexpress,374283171342728,F,2.39,1,3.29
1331,25-08-21 3:27,P0362,6,visa,4041598679742530,F,3.73,2,4.79
1332,25-08-21 6:21,P0454,8,mastercard,5048376281825820,F,5.79,4,6.99
1333,25-08-21 8:18,P0396,9,visa,4041593318171080,F,4.18,2,4.89
1334,25-08-21 12:06,P0029,9,visa,4041595234154,F,5.05,1,5.69
1335,25-08-21 19:11,P0270,6,mastercard,5048378557959580,F,6.97,3,8.09
1336,25-08-21 20:33,P0555,6,americanexpress,374288937528346,F,19.13,1,21.09
1337,25-08-21 21:11,P0381,8,visa,4041592757470,T,5.05,1,5.69
1338,25-08-21 22:51,P0452,7,mastercard,5108751994580790,F,8.33,2,9.29
1339,26-08-21 4:34,P0681,5,visa,4041597960476970,F,5.26,1,6.09
1340,26-08-21 13:51,P0239,5,visa,4041596345066,F,0.32,4,1.29
1341,26-08-21 14:42,P0213,7,americanexpress,374283589195130,F,11.19,3,11.99
1342,26-08-21 14:57,P0190,7,mastercard,5108754562502370,T,18.93,1,20.89
1343,26-08-21 16:20,P0405,4,mastercard,5108750185660340,F,18.2,1,19.99
1344,26-08-21 17:19,P0606,6,visa,4041592266341370,F,14.31,1,15.19
1345,26-08-21 18:11,P0559,5,visa,4041594752438,F,6.29,3,7.69
1346,26-08-21 23:20,P0114,9,mastercard,5048372649310870,F,7.39,1,8.29
1347,27-08-21 0:53,P0431,7,,374288199370031,F,10.67,1,11.59
1348,27-08-21 5:10,P0521,7,visa,4041592324792,T,16.37,3,17.99
1349,27-08-21 10:32,P0278,7,visa,4041596126575460,F,13.24,1,14.69
1350,27-08-21 13:29,P0545,5,mastercard,5048377620681040,F,6.62,2,7.89
1351,27-08-21 16:33,P0202,5,visa,4041596227885160,T,7.25,1,8.19
1352,27-08-21 22:52,P0546,10,visa,4041593612908980,F,3.2,2,4.39
1353,27-08-21 23:39,P0622,5,visa,4041597707967,F,13.87,1,14.89
1354,28-08-21 4:55,P0256,3,mastercard,5048370865521020,F,2.08,2,2.69
1355,28-08-21 8:34,P0174,4,visa,4041599660039310,T,2.25,3,2.99
1356,28-08-21 11:48,P0636,6,visa,4041591632385,F,5.02,3,5.59
1357,28-08-21 13:52,P0521,5,mastercard,5048370761376000,F,16.37,1,17.99
1358,28-08-21 14:46,P0571,5,visa,4041597555580,F,4.35,2,4.99
1359,28-08-21 16:23,P0524,6,mastercard,5048376832185700,F,10.66,1,11.59
1360,28-08-21 16:40,P0253,6,mastercard,5108751601188490,F,3.09,3,4.29
1361,28-08-21 21:48,P0397,4,visa,4041592879101330,F,13.67,1,14.89
1362,29-08-21 0:10,P0147,3,americanexpress,374288253573827,F,18,5,19.59
1363,29-08-21 0:58,P0111,4,visa,4041590832322150,T,11.74,1,13.09
1364,29-08-21 1:18,P0414,6,mastercard,5108751257054100,F,10.22,5,11.49
1365,29-08-21 5:46,P0141,7,visa,4041594735284,F,14.75,3,16.09
1366,29-08-21 8:13,P0177,6,visa,4041599898939,F,7.63,3,8.29
1367,29-08-21 10:23,P0555,8,visa,4041593754096,T,19.13,1,21.09
1368,29-08-21 10:35,P0692,8,visa,4041599439119550,F,11.98,4,13.49
1369,29-08-21 12:48,P0266,1,visa,4041593853252,F,7.49,1,8.29
1370,29-08-21 15:04,P0023,7,mastercard,5108754182165700,F,17.79,1,19.19
1371,29-08-21 16:25,P0652,2,visa,4041593067614,F,0.87,2,1.59
1372,29-08-21 20:30,P0221,9,visa,4041594317943,F,0.59,4,1.49
1373,29-08-21 21:19,P0083,7,americanexpress,374288575936850,F,3.42,5,4.59
1374,29-08-21 22:02,P0240,8,mastercard,5048376187372370,F,1.27,1,1.69
1375,30-08-21 2:15,P0649,6,,3552004956298010,F,18.36,2,20.19
1376,30-08-21 3:04,P0400,5,visa,4041592904494,F,6.39,2,7.69
1377,30-08-21 4:51,P0322,4,visa,4041597832195,F,13.65,5,14.89
1378,30-08-21 7:16,P0331,6,,5245753433852590,F,15.79,3,17.59
1379,30-08-21 7:19,P0534,6,americanexpress,374288878642700,F,7.63,4,8.29
1380,30-08-21 7:32,P0416,8,,5108751247630930,F,9.88,2,11.29
1381,30-08-21 9:13,P0380,1,mastercard,5108756778383190,F,10.56,1,11.59
1382,30-08-21 9:18,P0213,4,visa,4041591877968860,F,11.19,1,11.99
1383,30-08-21 11:13,P0127,5,americanexpress,374283686467465,T,13.91,1,14.89
1384,30-08-21 12:37,P0527,8,mastercard,5048374090584760,T,16.63,1,18.09
1385,30-08-21 12:45,P0543,9,visa,4041590316969250,F,17.45,1,18.49
1386,30-08-21 12:56,P0235,5,americanexpress,374283486154321,F,11.99,1,13.49
1387,30-08-21 19:02,P0614,2,mastercard,5108753385078470,F,13.52,1,14.79
1388,30-08-21 22:11,P0354,5,visa,4041591170566220,F,15.35,2,17.09
1389,30-08-21 22:58,P0500,4,americanexpress,374288606605227,F,7.53,4,8.29
1390,30-08-21 23:57,P0367,4,visa,4041590148367,T,11.63,1,12.89
1391,31-08-21 10:07,P0662,8,mastercard,5048374240437390,F,7.58,1,8.29
1392,31-08-21 10:21,P0000,4,,3546672346674850,F,19.02,1,20.99
1393,31-08-21 15:25,P0090,7,americanexpress,374283080920671,F,11.11,1,11.79
1394,31-08-21 16:24,P0418,7,mastercard,5048372528838450,F,13.24,3,14.69
1395,31-08-21 17:37,P0318,5,mastercard,5108750675417800,F,6.76,3,7.99
1396,31-08-21 19:53,P0327,10,visa,4041597756568,T,7.13,3,8.19
1397,31-08-21 20:56,P0748,5,visa,4041596092291220,F,10.22,1,11.49
1398,31-08-21 22:11,P0519,3,americanexpress,374288206710740,F,12.45,1,14.09
1399,31-08-21 23:07,P0318,6,visa,4041591066920080,F,6.76,1,7.99
1400,01-09-21 2:27,P0260,8,mastercard,5048373523764850,F,15.96,1,17.79
1401,01-09-21 2:32,P0401,8,visa,4041591872288180,F,16.69,6,18.09
1402,01-09-21 3:36,P0461,3,visa,4041597352868530,F,15.83,2,17.69
1403,01-09-21 4:24,P0596,6,mastercard,5048379557373430,F,12.28,1,13.89
1404,01-09-21 4:52,P0102,8,mastercard,5048375633014410,F,16.26,1,17.99
1405,01-09-21 7:14,P0345,6,americanexpress,374288095989132,F,7.18,1,8.19
1406,01-09-21 7:40,P0354,4,visa,4041598269652340,F,15.35,2,17.09
1407,01-09-21 9:24,P0344,5,americanexpress,374283896208089,F,9.86,1,11.29
1408,01-09-21 9:46,P0292,8,mastercard,5048372369989370,F,10.49,3,11.49
1409,01-09-21 10:50,P0575,4,americanexpress,374283957127848,F,2.81,1,3.99
1410,01-09-21 17:25,P0326,7,americanexpress,374283916229131,F,12.66,3,14.29
1411,01-09-21 17:44,P0400,11,americanexpress,374283298298563,F,6.39,1,7.69
1412,01-09-21 18:25,P0667,6,visa,4041593961527880,F,12.7,3,14.39
1413,01-09-21 19:28,P0463,5,mastercard,5048378153986470,F,12.96,2,14.59
1414,01-09-21 19:44,P0137,6,americanexpress,374288239549875,F,1.91,4,2.39
1415,01-09-21 22:08,P0218,5,mastercard,5108757386267380,F,8.4,2,9.39
1416,02-09-21 1:52,P0463,7,visa,4041590307781,F,12.96,1,14.59
1417,02-09-21 4:13,P0507,5,visa,4041592861298,F,8.17,1,8.89
1418,02-09-21 4:24,P0393,7,americanexpress,374283096512959,F,10.94,3,11.59
1419,02-09-21 7:13,P0210,7,americanexpress,374283918794769,F,2.78,1,3.89
1420,02-09-21 9:08,P0162,3,americanexpress,374288022263197,T,18.21,1,19.99
1421,02-09-21 10:51,P0254,5,visa,4041598013159,F,11.44,3,12.49
1422,02-09-21 14:37,P0005,9,visa,4041596513082230,F,6.38,2,7.69
1423,02-09-21 17:01,P0547,8,visa,4041590901799,T,20,1,21.49
1424,02-09-21 17:37,P0406,5,americanexpress,374283763396660,F,7.19,1,8.19
1425,02-09-21 17:42,P0389,9,americanexpress,374283859431009,F,5.95,1,7.19
1426,02-09-21 18:39,P0495,8,visa,4041590226851230,F,4.23,1,4.99
1427,02-09-21 19:41,P0483,7,visa,4041596207373,F,17.52,3,18.69
